member_a,member_b,metric
A000014,E000215,10.937062937062937
A000014,E000226,7.924657534246576
A000014,E000268,1.3178294573643412
A000014,F000010,8.0
A000014,F000453,0.3611111111111111
A000014,F000030,12.931034482758621
A000014,F000043,8.928571428571429
A000014,F000447,0.20588235294117646
A000014,F000443,2.6619718309859155
A000014,F000116,11.901408450704226
A000014,F000444,0.125
A000014,F000445,0.3732394366197183
A000014,F000449,0.5454545454545454
A000014,F000452,3.0
A000014,F000440,1.4820143884892087
A000014,F000454,0.9473684210526315
A000014,F000450,0.18493150684931506
A000014,F000339,11.92361111111111
A000014,F000448,2.1232876712328768
A000014,F000372,2.5448275862068965
A000014,F000455,0.5
A000014,G000021,2.3636363636363638
A000014,G000548,1.2534246575342465
A000014,G000549,3.7132867132867133
A000014,G000554,11.923076923076923
A000014,G000180,6.849624060150376
A000014,G000555,6.929078014184397
A000014,G000210,3.5223880597014925
A000014,G000550,1.2152777777777777
A000014,G000552,0.3381294964028777
A000014,G000544,12.9375
A000014,G000280,0.32867132867132864
A000014,G000289,0.3310344827586207
A000014,G000309,8.914285714285715
A000014,G000377,0.32142857142857145
A000014,G000546,1.4405594405594406
A000014,G000553,10.937062937062937
A000014,G000410,10.92517006802721
A000014,G000551,15.96551724137931
A000014,G000535,9.942857142857143
A000014,H000067,3.383561643835616
A000014,H001039,8.931506849315069
A000014,H001040,12.952380952380953
A000014,H000213,9.93525179856115
A000014,H000323,0.3194444444444444
A000014,H000329,0.3188405797101449
A000014,H000324,11.956204379562044
A000014,H001029,2.6357142857142857
A000014,H001041,0.38620689655172413
A000014,H001036,0.1388888888888889
A000014,H000528,0.22857142857142856
A000014,H001037,9.884353741496598
A000014,H001038,10.941176470588236
A000014,H001030,6.937931034482759
A000014,H000627,10.938775510204081
A000014,H000636,13.914728682170542
A000014,H001042,16.959183673469386
A000014,H000666,0.5492957746478874
A000014,H001043,7.958904109589041
A000014,H000676,1.2587412587412588
A000014,H000712,6.923076923076923
A000014,H001032,12.938775510204081
A000014,H001034,12.943661971830986
A000014,H000762,10.942028985507246
A000014,H000874,7.924657534246576
A000014,H000948,0.392
A000014,H000981,2.330357142857143
A000014,I000023,0.3219178082191781
A000014,I000026,8.93661971830986
A000014,I000057,10.937062937062937
A000014,I000056,1.2992700729927007
A000014,J000283,12.938775510204081
A000014,J000032,12.935714285714285
A000014,J000070,8.941176470588236
A000014,J000287,1.5081967213114753
A000014,J000126,12.967741935483872
A000014,J000288,0.9436619718309859
A000014,J000285,0.6620689655172414
A000014,J000174,0.20454545454545456
A000014,J000284,12.96031746031746
A000014,J000255,2.645390070921986
A000014,J000289,0.19863013698630136
A000014,K000365,10.951724137931034
A000014,K000008,5.929577464788732
A000014,K000009,11.95138888888889
A000014,K000361,1.443661971830986
A000014,K000113,10.943661971830986
A000014,K000172,10.952380952380953
A000014,K000180,10.94927536231884
A000014,K000188,9.917808219178083
A000014,K000362,1.198581560283688
A000014,K000210,3.556338028169014
A000014,K000220,0.21830985915492956
A000014,K000360,4.678321678321678
A000014,K000366,8.922535211267606
A000014,K000363,1.296551724137931
A000014,K000288,2.556338028169014
A000014,K000336,13.841726618705035
A000014,K000364,0.5273972602739726
A000014,L000552,2.6859504132231407
A000014,L000564,0.15172413793103448
A000014,L000043,5.790322580645161
A000014,L000559,9.938775510204081
A000014,L000090,7.9375
A000014,L000560,8.938356164383562
A000014,L000557,11.937062937062937
A000014,L000111,0.4897959183673469
A000014,L000553,4.701388888888889
A000014,L000566,0.2826086956521739
A000014,L000551,10.887323943661972
A000014,L000263,9.943661971830986
A000014,L000293,1.3706293706293706
A000014,L000287,11.902777777777779
A000014,L000274,2.345070422535211
A000014,L000321,1.204225352112676
A000014,L000563,10.917808219178083
A000014,L000554,5.7482993197278915
A000014,L000565,11.95774647887324
A000014,L000397,9.93661971830986
A000014,L000480,8.937062937062937
A000014,L000491,0.38028169014084506
A000014,L000517,0.30985915492957744
A000014,L000562,11.945578231292517
A000014,M001155,0.24285714285714285
A000014,M001164,3.916083916083916
A000014,M000087,12.9375
A000014,M001138,0.2808219178082192
A000014,M001158,1.2388059701492538
A000014,M000133,9.931506849315069
A000014,M001146,6.773049645390071
A000014,M001142,10.832167832167832
A000014,M001163,14.945205479452055
A000014,M000309,11.931034482758621
A000014,M001165,0.2945205479452055
A000014,M001157,0.3793103448275862
A000014,M001143,14.9375
A000014,M001147,1.5
A000014,M000388,0.3795620437956204
A000014,M000404,11.895104895104895
A000014,M000312,11.944827586206896
A000014,M001156,0.20422535211267606
A000014,M000472,5.704225352112676
A000014,M000485,6.891156462585034
A000014,M000508,0.3076923076923077
A000014,M001159,0.40625
A000014,M001166,10.92517006802721
A000014,M000590,8.929078014184396
A000014,M000627,6.9399999999999995
A000014,M001148,9.944055944055943
A000014,M001137,5.943661971830986
A000014,M001161,6.875862068965517
A000014,M000689,2.326388888888889
A000014,M001149,8.917808219178083
A000014,M000714,4.9375
A000014,M000725,14.93525179856115
A000014,M001144,1.2112676056338028
A000014,M001139,1.3203125
A000014,M001150,1.6413793103448275
A000014,M001154,10.945578231292517
A000014,M001167,7.877551020408164
A000014,M000844,8.945205479452055
A000014,M001160,9.937062937062937
A000014,M001140,8.938775510204081
A000014,M000934,1.4184397163120568
A000014,M000933,15.923076923076923
A000014,M001168,8.924657534246576
A000014,M001151,1.6598639455782314
A000014,M001169,8.944444444444445
A000014,M001120,7.944827586206896
A000014,M001152,1.2587412587412588
A000014,M001134,0.24475524475524477
A000014,N000002,13.937062937062937
A000014,N000179,9.944055944055943
A000014,N000015,8.938356164383562
A000014,N000182,0.22857142857142856
A000014,N000147,9.0
A000014,N000159,0.0
A000014,N000181,1.3285714285714285
A000014,O000006,10.948148148148148
A000014,O000007,6.945205479452055
A000014,O000085,9.944444444444445
A000014,O000107,9.917293233082706
A000014,P000034,11.944055944055943
A000014,P000096,10.9375
A000014,P000099,8.965986394557824
A000014,P000583,0.1559633027522936
A000014,P000149,13.917241379310346
A000014,P000588,0.34965034965034963
A000014,P000197,0.25170068027210885
A000014,P000587,0.18439716312056736
A000014,P000593,9.920863309352518
A000014,P000258,7.875
A000014,P000263,1.449612403100775
A000014,P000265,2.4285714285714284
A000014,P000323,0.4496124031007752
A000014,P000373,0.23741007194244604
A000014,P000585,5.655172413793103
A000014,P000592,0.2785714285714286
A000014,P000422,7.924137931034482
A000014,P000589,3.647887323943662
A000014,P000591,0.1793103448275862
A000014,P000523,9.952380952380953
A000014,P000555,2.5609756097560976
A000014,P000586,0.2805755395683453
A000014,R000004,0.2366412213740458
A000014,R000011,10.92517006802721
A000014,R000033,4.639455782312925
A000014,R000053,9.942857142857143
A000014,R000141,1.595890410958904
A000014,R000571,0.4383561643835616
A000014,R000578,1.6901408450704225
A000014,R000574,2.571428571428571
A000014,R000170,10.944055944055943
A000014,R000569,0.4444444444444444
A000014,R000581,2.9054054054054053
A000014,R000568,8.917241379310346
A000014,R000395,0.4097222222222222
A000014,R000572,0.46206896551724136
A000014,R000575,1.489655172413793
A000014,R000409,0.2857142857142857
A000014,R000435,3.676056338028169
A000014,R000580,1.356164383561644
A000014,R000573,9.91095890410959
A000014,R000462,9.944055944055943
A000014,R000486,8.945578231292517
A000014,R000487,0.19718309859154928
A000014,R000576,8.923076923076923
A000014,R000515,9.939130434782609
A000014,R000570,1.2847222222222223
A000014,R000577,11.95774647887324
A000014,S001158,7.917241379310345
A000014,S001167,0.1780821917808219
A000014,S000030,13.950354609929079
A000014,S001156,12.944827586206896
A000014,S001168,10.938775510204081
A000014,S000097,4.654411764705882
A000014,S001176,0.2
A000014,S001145,12.952380952380953
A000014,S001150,9.931506849315069
A000014,S001164,2.404109589041096
A000014,S001162,7.931972789115647
A000014,S000185,0.9455782312925171
A000014,S001157,6.937931034482759
A000014,S000244,1.2013888888888888
A000014,S000248,11.924657534246576
A000014,S000250,1.2340425531914894
A000014,S001169,7.930555555555555
A000014,S000275,0.16783216783216784
A000014,S001144,10.755244755244755
A000014,S001170,12.958333333333334
A000014,S000344,8.944055944055943
A000014,S000364,0.46808510638297873
A000014,S001171,3.8819444444444446
A000014,S001154,3.345070422535211
A000014,S001148,0.44680851063829785
A000014,S001165,12.945205479452055
A000014,S000465,8.923076923076923
A000014,S000480,11.943262411347519
A000014,S000583,2.3655172413793104
A000014,S000510,8.929577464788732
A000014,S001172,0.2876712328767123
A000014,S000522,6.758620689655173
A000014,S000672,8.908450704225352
A000014,S001153,9.951724137931034
A000014,S001143,2.426470588235294
A000014,S001173,7.924657534246576
A000014,S001175,2.9375
A000014,S000749,5.9375
A000014,S000810,11.857142857142858
A000014,S000822,0.2689655172413793
A000014,S001045,6.930555555555555
A000014,S001155,1.3082706766917294
A000014,S001174,10.950704225352112
A000014,T000458,1.110091743119266
A000014,T000038,3.9
A000014,T000057,12.924137931034483
A000014,T000074,3.8356164383561646
A000014,T000459,0.3958333333333333
A000014,T000460,8.938356164383562
A000014,T000193,8.945205479452055
A000014,T000238,0.2777777777777778
A000014,T000260,1.3916083916083917
A000014,T000462,0.4305555555555556
A000014,T000266,11.944827586206896
A000014,T000326,9.951724137931034
A000014,T000465,4.934426229508197
A000014,T000463,0.5379310344827586
A000014,U000039,7.944827586206896
A000014,U000038,11.93006993006993
A000014,U000031,3.6258503401360542
A000014,V000128,14.937931034482759
A000014,V000081,7.931034482758621
A000014,V000108,5.9496402877697845
A000014,W000798,1.3076923076923077
A000014,W000791,1.4615384615384617
A000014,W000099,5.664233576642336
A000014,W000799,11.92517006802721
A000014,W000119,1.3767123287671232
A000014,W000797,10.944827586206896
A000014,W000187,9.902097902097902
A000014,W000794,10.929577464788732
A000014,W000207,8.937931034482759
A000014,W000215,9.923076923076923
A000014,W000792,9.924657534246576
A000014,W000800,8.952054794520548
A000014,W000267,2.3076923076923075
A000014,W000273,2.59375
A000014,W000796,0.2
A000014,W000314,11.937062937062937
A000014,W000413,2.5244755244755246
A000014,W000437,0.38144329896907214
A000014,W000801,6.919117647058823
A000014,W000789,0.5217391304347826
A000014,W000795,2.26027397260274
A000014,W000804,0.4444444444444444
A000014,W000672,2.5684931506849313
A000014,W000738,16.893617021276597
A000014,W000793,12.945205479452055
A000014,W000784,9.945454545454545
A000014,Y000062,11.938356164383562
A000014,Y000031,1.5069444444444444
A000014,Y000033,6.496124031007752
A000022,A000055,1.3900709219858156
A000022,A000358,1.2183098591549295
A000022,A000361,2.4347826086956523
A000022,A000357,15.957446808510639
A000022,A000362,12.937931034482759
A000022,A000210,14.970149253731343
A000022,A000363,12.972222222222221
A000022,B001234,13.964788732394366
A000022,B001256,0.25
A000022,B000013,4.413043478260869
A000022,B001229,13.965034965034965
A000022,B000072,1.351063829787234
A000022,B001230,13.951724137931034
A000022,B001239,0.20863309352517986
A000022,B001252,6.875862068965517
A000022,B000208,1.3819444444444444
A000022,B000213,1.2887323943661972
A000022,B001253,8.907801418439716
A000022,B000287,13.985915492957746
A000022,B001231,15.971223021582734
A000022,B000410,15.977611940298507
A000022,B000420,10.909090909090908
A000022,B001232,4.503496503496503
A000022,B000461,2.357142857142857
A000022,B001257,0.4755244755244755
A000022,B001250,0.33088235294117646
A000022,B001242,12.986013986013987
A000022,B000490,11.971830985915492
A000022,B001243,0.2463768115942029
A000022,B000574,13.944444444444445
A000022,B000575,2.276595744680851
A000022,B000589,0.22556390977443608
A000022,B001244,2.369565217391304
A000022,B001228,3.613138686131387
A000022,B001236,0.4305555555555556
A000022,B001245,12.0
A000022,B001254,5.817518248175182
A000022,B000652,13.950354609929079
A000022,B000657,10.96376811594203
A000022,B001255,0.42657342657342656
A000022,B000716,4.884057971014493
A000022,B001258,6.923611111111111
A000022,B000755,1.3115942028985508
A000022,B001227,14.96923076923077
A000022,B001259,14.964028776978417
A000022,B001262,0.11904761904761904
A000022,B000911,9.985185185185186
A000022,B001235,1.3857142857142857
A000022,B001247,3.484848484848485
A000022,B001260,2.5734265734265733
A000022,B001248,0.3142857142857143
A000022,B001149,0.2907801418439716
A000022,B001251,13.97887323943662
A000022,B001203,0.34959349593495936
A000022,C000059,1.3834586466165413
A000022,C000071,0.4
A000022,C001064,0.16176470588235295
A000022,C000116,0.2556390977443609
A000022,C001046,0.2781954887218045
A000022,C001047,3.7152777777777777
A000022,C001036,14.972413793103449
A000022,C001037,14.931034482758621
A000022,C001050,11.94927536231884
A000022,C001060,12.972027972027972
A000022,C001065,9.908450704225352
A000022,C000191,11.986666666666666
A000022,C001072,3.9473684210526314
A000022,C001051,0.2846715328467153
A000022,C000243,3.7103448275862068
A000022,C001066,12.98581560283688
A000022,C001073,0.896551724137931
A000022,C000266,1.4027777777777777
A000022,C001058,12.96551724137931
A000022,C001074,0.896551724137931
A000022,C000380,11.0
A000022,C001067,13.954198473282442
A000022,C001049,15.956834532374101
A000022,C001061,15.97887323943662
A000022,C000537,12.985915492957746
A000022,C000556,2.318840579710145
A000022,C001068,13.979020979020978
A000022,C001053,1.408450704225352
A000022,C001062,0.2638888888888889
A000022,C000714,15.97080291970803
A000022,C000754,13.906474820143885
A000022,C001059,8.950354609929079
A000022,C000794,8.923076923076923
A000022,C001069,14.96551724137931
A000022,C000868,7.913669064748201
A000022,C001045,0.4074074074074074
A000022,C001038,14.98611111111111
A000022,C000962,2.230769230769231
A000022,C001063,10.937931034482759
A000022,C001048,0.22857142857142856
A000022,C000984,16.97887323943662
A000022,D000598,11.97887323943662
A000022,D000597,0.5333333333333333
A000022,D000136,3.568345323741007
A000022,D000603,1.3450704225352113
A000022,D000606,0.32167832167832167
A000022,D000096,15.972413793103449
A000022,D000602,13.958620689655172
A000022,D000599,12.908450704225352
A000022,D000168,0.21323529411764705
A000022,D000191,15.950354609929079
A000022,D000197,12.978260869565217
A000022,D000210,13.969465648854962
A000022,D000216,13.965277777777779
A000022,D000604,2.7222222222222223
A000022,D000600,1.6285714285714286
A000022,D000299,2.631205673758865
A000022,D000327,12.992957746478874
A000022,D000355,11.949640287769784
A000022,D000399,14.978102189781023
A000022,D000607,7.917241379310345
A000022,D000429,0.3475177304964539
A000022,D000482,11.97037037037037
A000022,D000605,1.3986013986013985
A000022,D000492,1.3503649635036497
A000022,D000533,0.24305555555555555
A000022,E000063,6.951388888888889
A000022,E000290,0.9090909090909091
A000022,E000092,2.557142857142857
A000022,E000288,15.950354609929079
A000022,E000289,9.902777777777779
A000022,E000287,11.992857142857144
A000022,E000172,3.6338028169014085
A000022,E000179,13.98473282442748
A000022,E000187,4.671328671328672
A000022,E000215,13.98581560283688
A000022,E000226,10.958333333333334
A000022,E000268,1.3385826771653544
A000022,F000010,11.0
A000022,F000453,0.38028169014084506
A000022,F000030,13.979020979020978
A000022,F000043,13.983739837398375
A000022,F000447,0.21804511278195488
A000022,F000443,2.683453237410072
A000022,F000116,13.935714285714285
A000022,F000444,0.13380281690140844
A000022,F000445,0.41007194244604317
A000022,F000449,0.5886524822695035
A000022,F000452,2.0
A000022,F000440,2.510948905109489
A000022,F000454,0.8717948717948718
A000022,F000450,0.2013888888888889
A000022,F000339,16.958041958041957
A000022,F000448,2.1458333333333335
A000022,F000372,2.5664335664335667
A000022,F000455,0.5
A000022,G000021,1.3900709219858156
A000022,G000548,2.263888888888889
A000022,G000549,3.7375886524822697
A000022,G000554,13.950354609929079
A000022,G000180,5.893129770992367
A000022,G000555,11.964028776978417
A000022,G000210,3.5588235294117645
A000022,G000550,0.2323943661971831
A000022,G000552,0.32608695652173914
A000022,G000544,14.971830985915492
A000022,G000280,0.3262411347517731
A000022,G000289,0.36363636363636365
A000022,G000309,8.942857142857143
A000022,G000377,0.35507246376811596
A000022,G000546,0.45390070921985815
A000022,G000553,15.98581560283688
A000022,G000410,13.944827586206896
A000022,G000551,14.958041958041958
A000022,G000535,13.985611510791367
A000022,H000067,2.3819444444444446
A000022,H001039,10.965277777777779
A000022,H001040,12.972413793103449
A000022,H000213,13.985401459854014
A000022,H000323,0.37142857142857144
A000022,H000329,1.3382352941176472
A000022,H000324,13.962962962962964
A000022,H001029,1.644927536231884
A000022,H001041,0.4236111111111111
A000022,H001036,0.17482517482517482
A000022,H000528,0.2517985611510791
A000022,H001037,10.910344827586208
A000022,H001038,15.947761194029852
A000022,H001030,9.944055944055943
A000022,H000627,13.944827586206896
A000022,H000636,14.976377952755906
A000022,H001042,13.96551724137931
A000022,H000666,0.5857142857142857
A000022,H001043,13.95138888888889
A000022,H000676,2.276595744680851
A000022,H000712,10.936170212765958
A000022,H001032,13.944827586206896
A000022,H001034,13.978571428571428
A000022,H000762,14.985401459854014
A000022,H000874,12.98611111111111
A000022,H000948,0.43089430894308944
A000022,H000981,1.3454545454545455
A000022,I000023,0.3472222222222222
A000022,I000026,10.971428571428572
A000022,I000057,16.98581560283688
A000022,I000056,1.3111111111111111
A000022,J000283,14.958620689655172
A000022,J000032,14.971014492753623
A000022,J000070,7.977611940298507
A000022,J000287,0.5483870967741935
A000022,J000126,11.959677419354838
A000022,J000288,0.9785714285714285
A000022,J000285,1.6713286713286712
A000022,J000174,0.2
A000022,J000284,13.983870967741936
A000022,J000255,1.6474820143884892
A000022,J000289,0.2152777777777778
A000022,K000365,12.958041958041958
A000022,K000008,8.92142857142857
A000022,K000009,12.944055944055943
A000022,K000361,1.4785714285714286
A000022,K000113,12.964285714285714
A000022,K000172,13.972413793103449
A000022,K000180,11.97080291970803
A000022,K000188,12.95138888888889
A000022,K000362,1.2158273381294964
A000022,K000210,5.578571428571428
A000022,K000220,0.2357142857142857
A000022,K000360,4.723404255319149
A000022,K000366,12.985714285714286
A000022,K000363,1.3146853146853146
A000022,K000288,2.5785714285714287
A000022,K000336,15.855072463768115
A000022,K000364,0.5486111111111112
A000022,L000552,2.7288135593220337
A000022,L000564,0.1736111111111111
A000022,L000043,6.8196721311475414
A000022,L000559,14.986206896551725
A000022,L000090,14.989247311827956
A000022,L000560,12.98611111111111
A000022,L000557,13.985611510791367
A000022,L000111,0.5172413793103449
A000022,L000553,5.704225352112676
A000022,L000566,0.2826086956521739
A000022,L000551,13.92142857142857
A000022,L000263,14.978571428571428
A000022,L000293,1.3900709219858156
A000022,L000287,13.93661971830986
A000022,L000274,2.3714285714285714
A000022,L000321,1.2285714285714286
A000022,L000563,10.9375
A000022,L000554,4.758620689655173
A000022,L000565,13.964285714285714
A000022,L000397,14.985714285714286
A000022,L000480,13.985915492957746
A000022,L000491,0.4
A000022,L000517,0.30714285714285716
A000022,L000562,16.979310344827585
A000022,M001155,0.2318840579710145
A000022,M001164,8.950354609929079
A000022,M000087,18.971830985915492
A000022,M001138,1.2986111111111112
A000022,M001158,1.2748091603053435
A000022,M000133,13.965277777777779
A000022,M001146,7.805755395683454
A000022,M001142,8.872340425531915
A000022,M001163,14.979310344827587
A000022,M000309,15.993006993006993
A000022,M001165,0.3263888888888889
A000022,M001157,0.40559440559440557
A000022,M001143,15.971830985915492
A000022,M001147,2.5285714285714285
A000022,M000388,0.3851851851851852
A000022,M000404,14.936170212765958
A000022,M000312,13.979020979020978
A000022,M001156,0.22142857142857142
A000022,M000472,5.7
A000022,M000485,7.910344827586207
A000022,M000508,0.3262411347517731
A000022,M001159,1.4126984126984126
A000022,M001166,11.958620689655172
A000022,M000590,13.935714285714285
A000022,M000627,11.980392156862745
A000022,M001148,12.97887323943662
A000022,M001137,8.978571428571428
A000022,M001161,4.895104895104895
A000022,M000689,1.3309859154929577
A000022,M001149,12.909722222222221
A000022,M000714,9.941176470588236
A000022,M000725,16.956521739130434
A000022,M001144,0.21428571428571427
A000022,M001139,1.3464566929133859
A000022,M001150,1.6573426573426573
A000022,M001154,11.979310344827587
A000022,M001167,10.917241379310346
A000022,M000844,7.9375
A000022,M001160,9.964539007092199
A000022,M001140,12.972413793103449
A000022,M000934,1.4316546762589928
A000022,M000933,14.97163120567376
A000022,M001168,12.930555555555555
A000022,M001151,2.6758620689655173
A000022,M001169,13.95774647887324
A000022,M001120,7.979020979020979
A000022,M001152,1.2907801418439715
A000022,M001134,1.267605633802817
A000022,N000002,15.97163120567376
A000022,N000179,12.97872340425532
A000022,N000015,9.98611111111111
A000022,N000182,0.2608695652173913
A000022,N000147,15.0
A000022,N000159,0.0
A000022,N000181,1.3478260869565217
A000022,O000006,12.947368421052632
A000022,O000007,10.972222222222221
A000022,O000085,13.950704225352112
A000022,O000107,11.953846153846154
A000022,P000034,13.957446808510639
A000022,P000096,14.971830985915492
A000022,P000099,12.958620689655172
A000022,P000583,1.110091743119266
A000022,P000149,14.937062937062937
A000022,P000588,0.375886524822695
A000022,P000197,0.2689655172413793
A000022,P000587,0.2158273381294964
A000022,P000593,12.985401459854014
A000022,P000258,8.894366197183098
A000022,P000263,1.4566929133858268
A000022,P000265,1.4413793103448276
A000022,P000323,0.46875
A000022,P000373,0.26277372262773724
A000022,P000585,4.678321678321678
A000022,P000592,0.30656934306569344
A000022,P000422,11.958041958041958
A000022,P000589,2.692857142857143
A000022,P000591,0.2097902097902098
A000022,P000523,11.972413793103449
A000022,P000555,3.6147540983606556
A000022,P000586,0.3115942028985507
A000022,R000004,0.26356589147286824
A000022,R000011,11.931034482758621
A000022,R000033,4.6689655172413795
A000022,R000053,14.971014492753623
A000022,R000141,1.6319444444444444
A000022,R000571,0.4652777777777778
A000022,R000578,2.7142857142857144
A000022,R000574,1.5942028985507246
A000022,R000170,12.97872340425532
A000022,R000569,1.4507042253521127
A000022,R000581,1.971830985915493
A000022,R000568,12.937062937062937
A000022,R000395,0.43661971830985913
A000022,R000572,0.48951048951048953
A000022,R000575,0.5034965034965035
A000022,R000409,0.2898550724637681
A000022,R000435,5.7
A000022,R000580,1.3819444444444444
A000022,R000573,11.944444444444445
A000022,R000462,14.957446808510639
A000022,R000486,13.979310344827587
A000022,R000487,0.2
A000022,R000576,13.985915492957746
A000022,R000515,12.982142857142858
A000022,R000570,1.3028169014084507
A000022,R000577,13.964285714285714
A000022,S001158,10.958041958041958
A000022,S001167,0.19444444444444445
A000022,S000030,8.964028776978417
A000022,S001156,14.979020979020978
A000022,S001168,13.972222222222221
A000022,S000097,2.6791044776119404
A000022,S001176,0.23333333333333334
A000022,S001145,14.944827586206896
A000022,S001150,13.993055555555555
A000022,S001164,2.423611111111111
A000022,S001162,13.96551724137931
A000022,S000185,0.9793103448275862
A000022,S001157,13.979166666666666
A000022,S000244,1.2183098591549295
A000022,S000248,14.944827586206896
A000022,S000250,1.2517985611510791
A000022,S001169,11.992957746478874
A000022,S000275,0.1619718309859155
A000022,S001144,13.807142857142857
A000022,S001170,13.964788732394366
A000022,S000344,14.98581560283688
A000022,S000364,0.5035971223021583
A000022,S001171,6.902097902097902
A000022,S001154,1.3785714285714286
A000022,S001148,0.49640287769784175
A000022,S001165,15.965034965034965
A000022,S000465,11.97163120567376
A000022,S000480,14.97841726618705
A000022,S000583,3.3846153846153846
A000022,S000510,11.97872340425532
A000022,S001172,0.3055555555555556
A000022,S000522,5.804195804195804
A000022,S000672,9.964285714285714
A000022,S001153,13.972027972027972
A000022,S001143,1.4592592592592593
A000022,S001173,10.944444444444445
A000022,S001175,2.9375
A000022,S000749,10.971830985915492
A000022,S000810,13.905797101449275
A000022,S000822,0.2867132867132867
A000022,S001045,10.951048951048952
A000022,S001155,1.3282442748091603
A000022,S001174,13.978571428571428
A000022,T000458,1.1376146788990826
A000022,T000038,3.898550724637681
A000022,T000057,13.98611111111111
A000022,T000074,2.8472222222222223
A000022,T000459,0.42657342657342656
A000022,T000460,12.972222222222221
A000022,T000193,12.979166666666666
A000022,T000238,0.29577464788732394
A000022,T000260,1.4184397163120568
