member_a_id,member_b_id,member_a_name,member_b_name,metric
C000705,I000024,Kent Conrad,James Inhofe,1.0
S000059,S001141,Richard Santorum,Jeff Sessions,5.0
C001056,S001078,John Cornyn,John Sununu,2.0
A000360,A000109,Lamar Alexander,Wayne Allard,2.0
A000360,D000596,Lamar Alexander,Mark Dayton,0.0
C000567,I000024,Thad Cochran,James Inhofe,2.0
C000880,K000305,Michael Crapo,Herb Kohl,0.0
S000320,W000779,Richard Shelby,Ron Wyden,0.0
C000127,E000285,Maria Cantwell,Michael Enzi,2.0
N000180,T000162,Ben Nelson,Craig Thomas,1.0
B000711,L000174,Barbara Boxer,Patrick Leahy,0.0
C000705,C000880,Kent Conrad,Michael Crapo,1.0
A000121,N000032,George Allen,Bill Nelson,0.0
D000432,K000148,Byron Dorgan,John Kerry,0.0
R000122,S000709,Jack Reed,Arlen Specter,0.0
B000953,L000447,Sam Brownback,Trent Lott,2.0
F000062,L000174,Dianne Feinstein,Patrick Leahy,0.0
G000386,R000307,Charles Grassley,Pat Roberts,2.0
C000286,D000432,Saxby Chambliss,Byron Dorgan,1.0
O000167,R000307,Barack Obama,Pat Roberts,0.0
G000445,W000779,Judd Gregg,Ron Wyden,0.0
F000062,N000032,Dianne Feinstein,Bill Nelson,0.0
A000069,D000595,Daniel Akaka,Jim DeMint,0.0
M001153,M001111,Lisa Murkowski,Patty Murray,0.0
F000439,M001162,William Frist,Mel Martinez,4.0
F000439,L000261,William Frist,Carl Levin,0.0
B000243,F000061,Max Baucus,Russ Feingold,0.0
D000388,L000304,Christopher Dodd,Joseph Lieberman,1.0
D000601,P000590,Elizabeth Dole,Mark Pryor,1.0
O000167,S000888,Barack Obama,Ted Stevens,0.0
G000359,K000148,Lindsey Graham,John Kerry,0.0
D000388,H000206,Christopher Dodd,Tom Harkin,2.0
B001233,S000770,Evan Bayh,Debbie Stabenow,0.0
B000468,D000407,Jeff Bingaman,Pete Domenici,0.0
N000180,T000250,Ben Nelson,John Thune,3.0
C001041,L000261,Hillary Clinton,Carl Levin,0.0
C001041,M001162,Hillary Clinton,Mel Martinez,0.0
R000122,S000059,Jack Reed,Richard Santorum,0.0
C001035,G000386,Susan Collins,Charles Grassley,2.0
B000953,S001163,Sam Brownback,Ken Salazar,1.0
L000304,P000590,Joseph Lieberman,Mark Pryor,0.0
C000127,K000148,Maria Cantwell,John Kerry,1.0
K000305,M000702,Herb Kohl,Barbara Mikulski,0.0
G000445,O000167,Judd Gregg,Barack Obama,0.0
A000360,S000059,Lamar Alexander,Richard Santorum,3.0
H000206,S000059,Tom Harkin,Richard Santorum,0.0
M001153,R000307,Lisa Murkowski,Pat Roberts,1.0
H001016,T000162,Kay Hutchison,Craig Thomas,1.0
A000109,S001141,Wayne Allard,Jeff Sessions,2.0
D000596,S001141,Mark Dayton,Jeff Sessions,0.0
B000444,C000567,Joseph Biden,Thad Cochran,0.0
A000069,M000639,Daniel Akaka,Robert Menendez,0.0
C001035,N000032,Susan Collins,Bill Nelson,0.0
B000611,S001078,Christopher Bond,John Sununu,2.0
C001057,F000062,Norm Coleman,Dianne Feinstein,0.0
S000663,W000779,Olympia Snowe,Ron Wyden,0.0
D000407,K000148,Pete Domenici,John Kerry,0.0
H000206,P000590,Tom Harkin,Mark Pryor,0.0
C000560,R000307,Tom Coburn,Pat Roberts,2.0
B000711,C001057,Barbara Boxer,Norm Coleman,0.0
H001016,S001078,Kay Hutchison,John Sununu,1.0
L000504,M001162,Richard Lugar,Mel Martinez,1.0
C001040,S001078,Lincoln Chafee,John Sununu,1.0
D000407,E000194,Pete Domenici,John Ensign,2.0
L000174,T000024,Patrick Leahy,James Talent,0.0
A000121,B001210,George Allen,Robert Byrd,1.0
B000711,M001111,Barbara Boxer,Patty Murray,0.0
L000035,S001078,Blanche Lincoln,John Sununu,2.0
K000305,S000770,Herb Kohl,Debbie Stabenow,0.0
B001210,R000307,Robert Byrd,Pat Roberts,1.0
C001042,S000888,Jon Corzine,Ted Stevens,0.0
A000109,R000122,Wayne Allard,Jack Reed,0.0
C000705,S000770,Kent Conrad,Debbie Stabenow,0.0
B000953,N000180,Sam Brownback,Ben Nelson,2.0
H001028,M001153,Chuck Hagel,Lisa Murkowski,2.0
A000121,G000386,George Allen,Charles Grassley,3.0
L000447,T000162,Trent Lott,Craig Thomas,1.0
I000024,T000024,James Inhofe,James Talent,2.0
C000174,C001042,Thomas Carper,Jon Corzine,0.0
L000174,S001142,Patrick Leahy,Gordon Smith,0.0
J000072,T000250,James Jeffords,John Thune,0.0
D000563,K000352,Richard Durbin,Jon Kyl,0.0
C000705,L000123,Kent Conrad,Frank Lautenberg,0.0
L000261,S000663,Carl Levin,Olympia Snowe,0.0
B000382,C001041,Robert Bennett,Hillary Clinton,0.0
C000286,M000639,Saxby Chambliss,Robert Menendez,0.0
K000352,W000779,Jon Kyl,Ron Wyden,0.0
D000407,T000162,Pete Domenici,Craig Thomas,1.0
C000705,M000355,Kent Conrad,Mitch McConnell,1.0
M001111,S001078,Patty Murray,John Sununu,0.0
A000109,M001153,Wayne Allard,Lisa Murkowski,1.0
D000596,M001153,Mark Dayton,Lisa Murkowski,0.0
H001016,S000064,Kay Hutchison,Paul Sarbanes,0.0
B000243,W000154,Max Baucus,John Warner,0.0
J000072,V000126,James Jeffords,George Voinovich,0.0
C001042,S000148,Jon Corzine,Charles Schumer,0.0
B000382,F000439,Robert Bennett,William Frist,2.0
K000305,L000123,Herb Kohl,Frank Lautenberg,0.0
G000386,S000663,Charles Grassley,Olympia Snowe,2.0
L000304,T000162,Joseph Lieberman,Craig Thomas,0.0
B000444,H000206,Joseph Biden,Tom Harkin,1.0
D000294,F000439,Michael DeWine,William Frist,3.0
B000953,M000355,Sam Brownback,Mitch McConnell,2.0
A000069,C000127,Daniel Akaka,Maria Cantwell,0.0
H000338,S000059,Orrin Hatch,Richard Santorum,3.0
G000386,M000303,Charles Grassley,John McCain,3.0
C000567,P000590,Thad Cochran,Mark Pryor,1.0
A000109,I000055,Wayne Allard,Johnny Isakson,2.0
D000596,I000055,Mark Dayton,Johnny Isakson,0.0
C001041,D000294,Hillary Clinton,Michael DeWine,1.0
M000639,S000148,Robert Menendez,Charles Schumer,0.0
R000307,S000320,Pat Roberts,Richard Shelby,2.0
C001035,S000663,Susan Collins,Olympia Snowe,3.0
A000360,I000025,Lamar Alexander,Daniel Inouye,0.0
K000148,M000639,John Kerry,Robert Menendez,0.0
B000444,L000304,Joseph Biden,Joseph Lieberman,0.0
R000122,R000146,Jack Reed,Harry Reid,0.0
K000105,S000148,Edward Kennedy,Charles Schumer,0.0
C000560,M000702,Tom Coburn,Barbara Mikulski,0.0
A000069,I000055,Daniel Akaka,Johnny Isakson,0.0
F000439,M000639,William Frist,Robert Menendez,0.0
B001210,R000146,Robert Byrd,Harry Reid,0.0
F000061,M000303,Russ Feingold,John McCain,0.0
C000705,G000445,Kent Conrad,Judd Gregg,1.0
G000445,K000305,Judd Gregg,Herb Kohl,0.0
B001135,V000126,Richard Burr,George Voinovich,2.0
H001016,R000361,Kay Hutchison,John Rockefeller,1.0
F000061,S001142,Russ Feingold,Gordon Smith,0.0
C001035,S001163,Susan Collins,Ken Salazar,2.0
J000072,S000059,James Jeffords,Richard Santorum,0.0
B000611,R000361,Christopher Bond,John Rockefeller,1.0
A000109,C000127,Wayne Allard,Maria Cantwell,0.0
I000025,M000303,Daniel Inouye,John McCain,0.0
B001233,V000127,Evan Bayh,David Vitter,0.0
K000352,N000180,Jon Kyl,Ben Nelson,2.0
L000261,T000162,Carl Levin,Craig Thomas,0.0
A000069,M001153,Daniel Akaka,Lisa Murkowski,0.0
B000468,L000504,Jeff Bingaman,Richard Lugar,0.0
G000359,S000059,Lindsey Graham,Richard Santorum,2.0
C000705,J000177,Kent Conrad,Tim Johnson,1.0
B001066,T000250,Jim Bunning,John Thune,2.0
C001040,R000361,Lincoln Chafee,John Rockefeller,0.0
C001041,E000194,Hillary Clinton,John Ensign,0.0
I000024,T000162,James Inhofe,Craig Thomas,1.0
B001210,M000702,Robert Byrd,Barbara Mikulski,0.0
B000382,L000447,Robert Bennett,Trent Lott,2.0
I000024,W000154,James Inhofe,John Warner,1.0
L000123,S000320,Frank Lautenberg,Richard Shelby,0.0
F000062,W000154,Dianne Feinstein,John Warner,0.0
C000560,R000146,Tom Coburn,Harry Reid,0.0
J000177,K000305,Tim Johnson,Herb Kohl,0.0
C001040,P000590,Lincoln Chafee,Mark Pryor,0.0
C000880,W000779,Michael Crapo,Ron Wyden,0.0
I000025,S001078,Daniel Inouye,John Sununu,0.0
H001028,K000148,Chuck Hagel,John Kerry,1.0
B000711,W000154,Barbara Boxer,John Warner,0.0
I000025,S001142,Daniel Inouye,Gordon Smith,0.0
I000055,L000035,Johnny Isakson,Blanche Lincoln,1.0
