member_a,member_b,metric
A000360,H000338,1.9148936170212765
A000360,H001016,1.9375
A000360,I000024,0.6
A000360,I000025,1.891304347826087
A000360,I000055,1.8478260869565217
A000360,J000177,1.935483870967742
A000360,K000105,1.8947368421052633
A000360,K000148,1.872340425531915
A000360,K000367,1.8541666666666665
A000360,K000305,1.8958333333333335
A000360,K000352,0.5957446808510638
A000360,L000550,1.851063829787234
A000360,L000123,1.851063829787234
A000360,L000174,1.8333333333333335
A000360,L000261,1.8333333333333335
A000360,L000304,1.9148936170212765
A000360,L000035,1.8695652173913042
A000360,L000447,1.8275862068965516
A000360,L000504,1.9375
A000360,M001162,1.8541666666666665
A000360,M000303,0.7333333333333333
A000360,M001170,1.875
A000360,M000355,1.8541666666666665
A000360,M000639,1.851063829787234
A000360,M000702,1.8936170212765957
A000360,M001153,1.9148936170212765
A000360,M001111,1.8541666666666665
A000360,N000032,1.8695652173913042
A000360,N000180,1.8936170212765957
A000360,O000167,1.736842105263158
A000360,P000590,1.8958333333333335
A000360,R000122,0.7916666666666666
A000360,R000146,1.8333333333333335
A000360,R000307,1.8936170212765957
A000360,R000361,1.8936170212765957
A000360,S001163,1.9166666666666665
A000360,S000033,0.7291666666666666
A000360,S000148,1.851063829787234
A000360,S001141,0.8043478260869565
A000360,S000320,0.851063829787234
A000360,S001142,1.9375
A000360,S000663,1.9583333333333335
A000360,S000709,0.9574468085106383
A000360,S000770,1.7916666666666665
A000360,S000888,1.9574468085106385
A000360,S001078,0.8541666666666666
A000360,T000464,0.8125
A000360,T000162,0.6923076923076923
A000360,T000250,0.851063829787234
A000360,V000127,1.6382978723404256
A000360,V000126,1.7608695652173914
A000360,W000154,1.9534883720930232
A000360,W000803,0.9148936170212766
A000360,W000802,0.8125
A000360,W000437,0.7777777777777778
A000360,W000779,0.8260869565217391
A000109,B001261,0.8157894736842105
A000109,B000243,0.5686274509803921
A000109,B001233,0.6078431372549019
A000109,B000382,0.7
A000109,B000444,0.45714285714285713
A000109,B000468,0.5
A000109,B000611,0.7142857142857143
A000109,B000711,0.4888888888888889
A000109,B000944,0.5098039215686274
A000109,B000953,0.8372093023255814
A000109,B001066,0.8775510204081632
A000109,B001135,0.82
A000109,B001210,0.4791666666666667
A000109,C000127,0.5490196078431373
A000109,C000141,0.5294117647058824
A000109,C000174,0.5686274509803921
A000109,C001070,0.6078431372549019
A000109,C000286,0.78
A000109,C001041,0.4666666666666667
A000109,C000560,0.72
A000109,C000567,0.78
A000109,C001057,0.68
A000109,C001035,0.6274509803921569
A000109,C000705,0.5686274509803921
A000109,C001071,0.76
A000109,C001056,0.8
A000109,C000858,0.8125
A000109,C000880,0.8
A000109,D000595,0.75
A000109,D000388,0.4857142857142857
A000109,D000601,0.75
A000109,D000407,0.68
A000109,D000432,0.5416666666666666
A000109,D000563,0.5294117647058824
A000109,E000194,0.7959183673469388
A000109,E000285,0.82
A000109,F000061,0.47058823529411764
A000109,F000062,0.5686274509803921
A000109,G000359,0.8775510204081632
A000109,G000386,0.7058823529411765
A000109,G000445,0.7608695652173914
A000109,H001028,0.7142857142857143
A000109,H000206,0.5416666666666666
A000109,H000338,0.66
A000109,H001016,0.7254901960784313
A000109,I000024,0.875
A000109,I000025,0.5833333333333334
A000109,I000055,0.7755102040816326
A000109,J000177,0.6875
A000109,K000105,0.6097560975609756
A000109,K000148,0.5625
A000109,K000367,0.5490196078431373
A000109,K000305,0.5686274509803921
A000109,K000352,0.76
A000109,L000550,0.6326530612244898
A000109,L000123,0.52
A000109,L000174,0.5098039215686274
A000109,L000261,0.5490196078431373
A000109,L000304,0.64
A000109,L000035,0.5510204081632653
A000109,L000447,0.8275862068965517
A000109,L000504,0.625
A000109,M001162,0.803921568627451
A000109,M000303,0.7333333333333333
A000109,M001170,0.6078431372549019
A000109,M000355,0.803921568627451
A000109,M000639,0.52
A000109,M000702,0.58
A000109,M001153,0.66
A000109,M001111,0.5510204081632653
A000109,N000032,0.5918367346938775
A000109,N000180,0.64
A000109,O000167,0.42857142857142855
A000109,P000590,0.6078431372549019
A000109,R000122,0.47058823529411764
A000109,R000146,0.5098039215686274
A000109,R000307,0.76
A000109,R000361,0.58
A000109,S001163,0.6078431372549019
A000109,S000033,0.48
A000109,S000148,0.52
A000109,S001141,0.8571428571428571
A000109,S000320,0.78
A000109,S001142,0.6470588235294118
A000109,S000663,0.6666666666666666
A000109,S000709,0.66
A000109,S000770,0.5490196078431373
A000109,S000888,0.66
A000109,S001078,0.6862745098039216
A000109,T000464,0.5294117647058824
A000109,T000162,0.8461538461538461
A000109,T000250,0.8
A000109,V000127,0.88
A000109,V000126,0.7142857142857143
A000109,W000154,0.717391304347826
A000109,W000803,0.6
A000109,W000802,0.49019607843137253
A000109,W000437,0.7894736842105263
A000109,W000779,0.5714285714285714
B001261,B000243,0.6052631578947368
B001261,B001233,0.631578947368421
B001261,B000382,0.6578947368421053
B001261,B000444,0.44
B001261,B000468,0.5135135135135135
B001261,B000611,0.6578947368421053
B001261,B000711,0.5151515151515151
B001261,B000944,0.5
B001261,B000953,0.8285714285714286
B001261,B001066,0.8611111111111112
B001261,B001135,0.7631578947368421
B001261,B001210,0.4
B001261,C000127,0.5789473684210527
B001261,C000141,0.5526315789473685
B001261,C000174,0.5789473684210527
B001261,C001070,0.6052631578947368
B001261,C000286,0.7894736842105263
B001261,C001041,0.5882352941176471
B001261,C000560,0.7105263157894737
B001261,C000567,0.7631578947368421
B001261,C001057,0.6486486486486487
B001261,C001035,0.6052631578947368
B001261,C000705,0.5526315789473685
B001261,C001071,0.7894736842105263
B001261,C001056,0.8378378378378378
B001261,C000858,0.8
B001261,C000880,0.7894736842105263
B001261,D000595,0.7142857142857143
B001261,D000388,0.5
B001261,D000601,0.75
B001261,D000407,0.6216216216216216
B001261,D000432,0.5428571428571428
B001261,D000563,0.5526315789473685
B001261,E000194,0.8378378378378378
B001261,E000285,0.9473684210526315
B001261,F000061,0.42105263157894735
B001261,F000062,0.6052631578947368
B001261,G000359,0.7777777777777778
B001261,G000386,0.6578947368421053
B001261,G000445,0.696969696969697
B001261,H001028,0.6944444444444444
B001261,H000206,0.5428571428571428
B001261,H000338,0.631578947368421
B001261,H001016,0.6842105263157895
B001261,I000024,0.8333333333333334
B001261,I000025,0.6388888888888888
B001261,I000055,0.7837837837837838
B001261,J000177,0.65625
B001261,K000105,0.5862068965517241
B001261,K000148,0.5714285714285714
B001261,K000367,0.5526315789473685
B001261,K000305,0.6052631578947368
B001261,K000352,0.7631578947368421
B001261,L000550,0.6216216216216216
B001261,L000123,0.5263157894736842
B001261,L000174,0.5
B001261,L000261,0.5526315789473685
B001261,L000304,0.6486486486486487
B001261,L000035,0.6111111111111112
B001261,L000447,0.6875
B001261,L000504,0.5714285714285714
B001261,M001162,0.7105263157894737
B001261,M000303,0.6
B001261,M001170,0.6052631578947368
B001261,M000355,0.7105263157894737
B001261,M000639,0.5405405405405406
B001261,M000702,0.631578947368421
B001261,M001153,0.6578947368421053
B001261,M001111,0.5833333333333334
B001261,N000032,0.6216216216216216
B001261,N000180,0.6486486486486487
B001261,O000167,0.3333333333333333
B001261,P000590,0.631578947368421
B001261,R000122,0.4473684210526316
B001261,R000146,0.5263157894736842
B001261,R000307,0.6578947368421053
B001261,R000361,0.6216216216216216
B001261,S001163,0.631578947368421
B001261,S000033,0.4594594594594595
B001261,S000148,0.5526315789473685
B001261,S001141,0.8055555555555556
B001261,S000320,0.7631578947368421
B001261,S001142,0.6578947368421053
B001261,S000663,0.6578947368421053
B001261,S000709,0.6578947368421053
B001261,S000770,0.5526315789473685
B001261,S000888,0.6578947368421053
B001261,S001078,0.6052631578947368
B001261,T000464,0.5526315789473685
B001261,T000162,0.0
B001261,T000250,0.7837837837837838
B001261,V000127,0.7105263157894737
B001261,V000126,0.6756756756756757
B001261,W000154,0.7272727272727273
B001261,W000803,0.6216216216216216
B001261,W000802,0.47368421052631576
B001261,W000437,0.8421052631578947
B001261,W000779,0.6111111111111112
B000243,B001233,0.9411764705882353
B000243,B000382,0.78
B000243,B000444,1.8857142857142857
B000243,B000468,2.92
B000243,B000611,0.8163265306122449
B000243,B000711,3.888888888888889
B000243,B000944,3.8823529411764706
B000243,B000953,0.6744186046511628
B000243,B001066,0.6530612244897959
B000243,B001135,1.7
B000243,B001210,0.8125
B000243,C000127,2.9215686274509802
B000243,C000141,2.9411764705882355
B000243,C000174,1.9019607843137254
B000243,C001070,1.9019607843137254
B000243,C000286,0.74
B000243,C001041,3.9333333333333336
B000243,C000560,0.4
B000243,C000567,2.7800000000000002
B000243,C001057,0.86
B000243,C001035,2.843137254901961
B000243,C000705,1.8627450980392157
B000243,C001071,0.72
B000243,C001056,0.68
B000243,C000858,0.7083333333333334
B000243,C000880,0.7
B000243,D000595,0.3125
B000243,D000388,3.914285714285714
B000243,D000601,0.7708333333333334
B000243,D000407,1.8199999999999998
B000243,D000432,3.8333333333333335
B000243,D000563,3.9411764705882355
B000243,E000194,0.5918367346938775
B000243,E000285,0.62
B000243,F000061,1.803921568627451
B000243,F000062,2.9411764705882355
B000243,G000359,0.6122448979591837
B000243,G000386,0.8431372549019608
B000243,G000445,0.6086956521739131
B000243,H001028,0.673469387755102
B000243,H000206,1.875
B000243,H000338,1.8199999999999998
B000243,H001016,1.8235294117647058
B000243,I000024,0.5
B000243,I000025,3.9583333333333335
B000243,I000055,0.7551020408163265
B000243,J000177,2.9375
B000243,K000105,3.926829268292683
B000243,K000148,3.9166666666666665
B000243,K000367,2.8823529411764706
B000243,K000305,2.980392156862745
B000243,K000352,0.52
B000243,L000550,0.8775510204081632
B000243,L000123,2.92
B000243,L000174,1.8823529411764706
B000243,L000261,3.9215686274509802
B000243,L000304,2.92
B000243,L000035,1.9387755102040818
B000243,L000447,1.6896551724137931
B000243,L000504,0.8541666666666666
B000243,M001162,0.7450980392156863
B000243,M000303,0.6
B000243,M001170,2.9019607843137254
B000243,M000355,0.7450980392156863
B000243,M000639,2.94
B000243,M000702,2.96
B000243,M001153,1.8599999999999999
B000243,M001111,2.938775510204082
B000243,N000032,1.9183673469387754
B000243,N000180,2.92
B000243,O000167,3.9523809523809526
B000243,P000590,1.9019607843137254
B000243,R000122,1.843137254901961
B000243,R000146,2.9215686274509802
B000243,R000307,0.78
B000243,R000361,1.98
B000243,S001163,1.9411764705882353
B000243,S000033,1.8199999999999998
B000243,S000148,3.94
B000243,S001141,0.6938775510204082
B000243,S000320,0.78
B000243,S001142,3.9019607843137254
B000243,S000663,2.8823529411764706
B000243,S000709,2.9
B000243,S000770,3.8823529411764706
B000243,S000888,3.9
B000243,S001078,0.7450980392156863
B000243,T000464,2.9019607843137254
B000243,T000162,1.5384615384615383
B000243,T000250,0.74
B000243,V000127,0.54
B000243,V000126,0.7142857142857143
B000243,W000154,1.8260869565217392
B000243,W000803,2.94
B000243,W000802,1.8627450980392157
B000243,W000437,0.7894736842105263
B000243,W000779,1.9183673469387754
B001233,B000382,1.8
B001233,B000444,1.8285714285714287
B001233,B000468,1.88
B001233,B000611,1.836734693877551
B001233,B000711,1.8666666666666667
B001233,B000944,1.843137254901961
B001233,B000953,0.6976744186046512
B001233,B001066,1.6734693877551021
B001233,B001135,0.72
B001233,B001210,1.7708333333333335
B001233,C000127,1.8823529411764706
B001233,C000141,1.9019607843137254
B001233,C000174,1.9019607843137254
B001233,C001070,0.9019607843137255
B001233,C000286,1.76
B001233,C001041,1.8666666666666667
B001233,C000560,0.44
B001233,C000567,1.8
B001233,C001057,1.9
B001233,C001035,1.8823529411764706
B001233,C000705,0.9019607843137255
B001233,C001071,1.74
B001233,C001056,1.72
B001233,C000858,1.75
B001233,C000880,0.74
B001233,D000595,0.3541666666666667
B001233,D000388,1.8571428571428572
B001233,D000601,0.8125
B001233,D000407,1.8599999999999999
B001233,D000432,0.8125
B001233,D000563,1.9019607843137254
B001233,E000194,1.6122448979591837
B001233,E000285,1.6600000000000001
B001233,F000061,0.7647058823529411
B001233,F000062,1.9411764705882353
B001233,G000359,0.6530612244897959
B001233,G000386,0.8823529411764706
B001233,G000445,0.6304347826086957
B001233,H001028,1.7142857142857144
B001233,H000206,1.8541666666666665
B001233,H000338,1.8399999999999999
B001233,H001016,1.8627450980392157
B001233,I000024,0.5416666666666666
B001233,I000025,1.9583333333333335
B001233,I000055,1.7755102040816326
B001233,J000177,1.9375
B001233,K000105,1.9024390243902438
B001233,K000148,1.8958333333333335
B001233,K000367,1.8823529411764706
B001233,K000305,1.9411764705882353
B001233,K000352,0.54
B001233,L000550,1.8775510204081631
B001233,L000123,1.9
B001233,L000174,1.843137254901961
B001233,L000261,1.8823529411764706
B001233,L000304,1.92
B001233,L000035,1.9387755102040818
B001233,L000447,1.7241379310344827
B001233,L000504,1.875
B001233,M001162,1.784313725490196
B001233,M000303,0.6
B001233,M001170,1.9019607843137254
B001233,M000355,1.784313725490196
B001233,M000639,1.9
B001233,M000702,1.96
B001233,M001153,1.88
B001233,M001111,1.9183673469387754
B001233,N000032,1.9387755102040818
B001233,N000180,1.92
B001233,O000167,1.8571428571428572
B001233,P000590,1.9019607843137254
B001233,R000122,0.803921568627451
B001233,R000146,1.8823529411764706
B001233,R000307,1.8199999999999998
B001233,R000361,1.94
B001233,S001163,1.9411764705882353
B001233,S000033,0.78
B001233,S000148,1.9
B001233,S001141,0.7346938775510204
B001233,S000320,0.78
B001233,S001142,1.9411764705882353
B001233,S000663,1.9215686274509802
B001233,S000709,0.92
B001233,S000770,1.843137254901961
B001233,S000888,1.92
B001233,S001078,0.7843137254901961
B001233,T000464,0.8627450980392157
B001233,T000162,0.46153846153846156
B001233,T000250,0.78
B001233,V000127,1.58
B001233,V000126,1.7346938775510203
B001233,W000154,1.8695652173913042
B001233,W000803,0.94
B001233,W000802,0.8235294117647058
B001233,W000437,0.7894736842105263
B001233,W000779,0.8775510204081632
B000382,B000444,1.7058823529411766
B000382,B000468,1.7142857142857144
B000382,B000611,1.7959183673469388
B000382,B000711,1.75
B000382,B000944,2.7199999999999998
B000382,B000953,0.7906976744186046
B000382,B001066,1.75
B000382,B001135,0.86
B000382,B001210,1.6595744680851063
B000382,C000127,2.7199999999999998
B000382,C000141,1.74
B000382,C000174,1.78
B000382,C001070,0.78
B000382,C000286,1.8599999999999999
B000382,C001041,1.6896551724137931
B000382,C000560,0.5510204081632653
B000382,C000567,1.9
B000382,C001057,1.836734693877551
B000382,C001035,2.9
B000382,C000705,0.76
B000382,C001071,1.72
B000382,C001056,1.816326530612245
B000382,C000858,1.8085106382978724
B000382,C000880,0.7959183673469388
B000382,D000595,0.5319148936170213
B000382,D000388,1.7058823529411766
B000382,D000601,0.8723404255319149
B000382,D000407,1.8775510204081631
B000382,D000432,0.7021276595744681
B000382,D000563,2.74
B000382,E000194,1.7551020408163265
B000382,E000285,1.7346938775510203
B000382,F000061,0.6
B000382,F000062,2.7800000000000002
B000382,G000359,0.75
B000382,G000386,0.86
B000382,G000445,0.7333333333333333
B000382,H001028,1.8541666666666665
B000382,H000206,1.7446808510638299
B000382,H000338,1.9
B000382,H001016,1.88
B000382,I000024,0.6382978723404256
B000382,I000025,1.7872340425531914
B000382,I000055,1.8775510204081631
B000382,J000177,1.84375
B000382,K000105,1.7560975609756098
B000382,K000148,1.7872340425531914
B000382,K000367,1.76
B000382,K000305,1.78
B000382,K000352,0.72
B000382,L000550,1.7916666666666665
B000382,L000123,2.76
B000382,L000174,2.7199999999999998
B000382,L000261,1.76
B000382,L000304,2.836734693877551
B000382,L000035,1.7708333333333335
B000382,L000447,2.892857142857143
B000382,L000504,1.9148936170212765
B000382,M001162,1.88
B000382,M000303,0.8
B000382,M001170,1.8199999999999998
B000382,M000355,2.88
B000382,M000639,2.7346938775510203
B000382,M000702,2.795918367346939
B000382,M001153,1.8599999999999999
B000382,M001111,1.7708333333333335
B000382,N000032,1.7755102040816326
B000382,N000180,1.7959183673469388
B000382,O000167,1.6
B000382,P000590,1.8199999999999998
B000382,R000122,0.76
B000382,R000146,2.7199999999999998
B000382,R000307,1.836734693877551
B000382,R000361,1.7755102040816326
B000382,S001163,2.82
B000382,S000033,0.6122448979591837
B000382,S000148,2.7346938775510203
B000382,S001141,0.7916666666666666
B000382,S000320,0.8775510204081632
B000382,S001142,1.8399999999999999
B000382,S000663,1.8599999999999999
B000382,S000709,0.86
B000382,S000770,2.7199999999999998
B000382,S000888,1.8599999999999999
B000382,S001078,0.84
B000382,T000464,0.7
B000382,T000162,0.75
B000382,T000250,0.8367346938775511
B000382,V000127,1.6734693877551021
B000382,V000126,1.8775510204081631
B000382,W000154,1.8666666666666667
B000382,W000803,1.836734693877551
B000382,W000802,0.78
B000382,W000437,0.7368421052631579
B000382,W000779,0.7291666666666666
B000444,B000468,1.9142857142857141
B000444,B000611,1.7575757575757576
B000444,B000711,2.903225806451613
B000444,B000944,2.942857142857143
B000444,B000953,0.5714285714285714
B000444,B001066,1.5151515151515151
B000444,B001135,1.6176470588235294
B000444,B001210,1.9090909090909092
B000444,C000127,1.9142857142857141
B000444,C000141,2.942857142857143
B000444,C000174,2.8857142857142857
B000444,C001070,1.8571428571428572
B000444,C000286,1.6470588235294117
B000444,C001041,2.9166666666666665
B000444,C000560,0.3235294117647059
B000444,C000567,2.6470588235294117
B000444,C001057,1.7647058823529411
B000444,C001035,2.8
B000444,C000705,1.8285714285714287
B000444,C001071,1.6176470588235294
B000444,C001056,1.5588235294117647
B000444,C000858,1.5882352941176472
B000444,C000880,0.5294117647058824
B000444,D000595,0.2727272727272727
B000444,D000388,2.9642857142857144
B000444,D000601,0.6363636363636364
B000444,D000407,1.7352941176470589
B000444,D000432,1.90625
B000444,D000563,2.942857142857143
B000444,E000194,1.5294117647058822
B000444,E000285,1.5
B000444,F000061,0.8571428571428571
B000444,F000062,1.8857142857142857
B000444,G000359,0.5757575757575758
B000444,G000386,0.7428571428571429
B000444,G000445,0.5806451612903226
B000444,H001028,1.5882352941176472
B000444,H000206,1.9393939393939394
B000444,H000338,1.7352941176470589
B000444,H001016,2.7142857142857144
B000444,I000024,0.34375
B000444,I000025,2.8484848484848486
B000444,I000055,1.6666666666666665
B000444,J000177,1.7894736842105263
B000444,K000105,2.9655172413793105
B000444,K000148,2.9696969696969697
B000444,K000367,2.942857142857143
B000444,K000305,2.8857142857142857
B000444,K000352,0.47058823529411764
B000444,L000550,1.7941176470588234
B000444,L000123,2.9411764705882355
B000444,L000174,1.9428571428571428
B000444,L000261,2.914285714285714
B000444,L000304,2.7941176470588234
B000444,L000035,1.8285714285714287
B000444,L000447,2.5294117647058822
B000444,L000504,1.8181818181818183
B000444,M001162,1.6285714285714286
B000444,M000303,0.5714285714285714
B000444,M001170,2.857142857142857
B000444,M000355,1.6285714285714286
B000444,M000639,2.9411764705882355
B000444,M000702,2.857142857142857
B000444,M001153,1.7941176470588234
B000444,M001111,1.9393939393939394
B000444,N000032,1.7941176470588234
B000444,N000180,2.8529411764705883
B000444,O000167,2.8421052631578947
B000444,P000590,2.8285714285714287
B000444,R000122,0.9428571428571428
B000444,R000146,1.9428571428571428
B000444,R000307,1.6470588235294117
B000444,R000361,2.8823529411764706
B000444,S001163,1.8857142857142857
B000444,S000033,0.8285714285714286
B000444,S000148,2.9411764705882355
B000444,S001141,0.5882352941176471
B000444,S000320,0.6470588235294118
B000444,S001142,2.8285714285714287
B000444,S000663,2.8
B000444,S000709,1.8235294117647058
B000444,S000770,2.8857142857142857
B000444,S000888,2.8235294117647056
B000444,S001078,0.7142857142857143
B000444,T000464,1.9142857142857141
B000444,T000162,0.6
B000444,T000250,0.6470588235294118
B000444,V000127,1.3823529411764706
B000444,V000126,1.6470588235294117
B000444,W000154,2.7
B000444,W000803,1.8857142857142857
B000444,W000802,0.8857142857142857
B000444,W000437,0.6
B000444,W000779,1.9117647058823528
B000468,B000611,1.75
B000468,B000711,3.9545454545454546
B000468,B000944,4.9399999999999995
B000468,B000953,0.5952380952380952
B000468,B001066,1.5833333333333335
B000468,B001135,0.6326530612244898
B000468,B001210,1.872340425531915
B000468,C000127,3.94
B000468,C000141,2.96
B000468,C000174,1.8399999999999999
B000468,C001070,0.84
B000468,C000286,1.6734693877551021
B000468,C001041,4.931034482758621
B000468,C000560,0.32653061224489793
B000468,C000567,2.7142857142857144
B000468,C001057,1.7959183673469388
B000468,C001035,2.7800000000000002
B000468,C000705,0.84
B000468,C001071,1.6530612244897958
B000468,C001056,1.6122448979591837
B000468,C000858,1.6458333333333335
B000468,C000880,0.6326530612244898
B000468,D000595,0.2553191489361702
B000468,D000388,4.942857142857143
B000468,D000601,0.7021276595744681
B000468,D000407,2.7551020408163263
B000468,D000432,2.8936170212765955
B000468,D000563,3.96
B000468,E000194,1.5208333333333335
B000468,E000285,2.5510204081632653
B000468,F000061,1.8599999999999999
B000468,F000062,3.92
B000468,G000359,0.5625
B000468,G000386,0.78
B000468,G000445,0.5333333333333333
B000468,H001028,1.6041666666666665
B000468,H000206,2.9361702127659575
B000468,H000338,2.7551020408163263
B000468,H001016,1.76
B000468,I000024,0.425531914893617
B000468,I000025,3.8936170212765955
B000468,I000055,1.6875
B000468,J000177,3.838709677419355
B000468,K000105,4.95
B000468,K000148,3.9375
B000468,K000367,2.9
B000468,K000305,2.92
B000468,K000352,0.4489795918367347
B000468,L000550,1.8125
B000468,L000123,2.938775510204082
B000468,L000174,2.94
B000468,L000261,3.94
B000468,L000304,2.857142857142857
B000468,L000035,2.877551020408163
B000468,L000447,1.6785714285714286
B000468,L000504,1.7872340425531914
B000468,M001162,1.6800000000000002
B000468,M000303,0.42857142857142855
B000468,M001170,2.84
B000468,M000355,1.6800000000000002
B000468,M000639,2.9591836734693877
B000468,M000702,3.8979591836734695
B000468,M001153,2.795918367346939
B000468,M001111,4.958333333333333
B000468,N000032,2.8541666666666665
B000468,N000180,2.857142857142857
B000468,O000167,4.857142857142857
B000468,P000590,1.8399999999999999
B000468,R000122,2.9
B000468,R000146,3.94
B000468,R000307,1.7142857142857144
B000468,R000361,1.9183673469387754
B000468,S001163,2.88
B000468,S000033,2.877551020408163
B000468,S000148,3.9591836734693877
B000468,S001141,0.6458333333333334
B000468,S000320,0.7142857142857143
B000468,S001142,3.84
B000468,S000663,2.82
B000468,S000709,1.836734693877551
B000468,S000770,3.9
B000468,S000888,3.836734693877551
B000468,S001078,0.68
B000468,T000464,1.92
B000468,T000162,1.5384615384615383
B000468,T000250,0.673469387755102
B000468,V000127,1.469387755102041
B000468,V000126,1.6458333333333335
B000468,W000154,1.7555555555555555
B000468,W000803,1.8775510204081631
B000468,W000802,1.8399999999999999
B000468,W000437,0.631578947368421
B000468,W000779,0.9375
B000611,B000711,1.75
B000611,B000944,1.7551020408163265
B000611,B000953,0.7906976744186046
B000611,B001066,1.7659574468085106
B000611,B001135,0.7959183673469388
B000611,B001210,1.6739130434782608
B000611,C000127,1.7551020408163265
B000611,C000141,1.7755102040816326
B000611,C000174,1.816326530612245
B000611,C001070,0.8571428571428571
B000611,C000286,1.836734693877551
B000611,C001041,1.6785714285714286
B000611,C000560,0.5306122448979592
B000611,C000567,1.7959183673469388
B000611,C001057,1.9166666666666665
B000611,C001035,1.8571428571428572
B000611,C000705,0.7959183673469388
B000611,C001071,1.7551020408163265
B000611,C001056,1.75
